Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
Mixed-use building for sale,1190 — Forest,"€369,000",3 bedrooms | 231 m² ,3 bedrooms,No,Installed,To be done up,9 m² ,Yes
Chalet for sale,Dairomont 1,"€35,000",2 bedrooms,2 bedrooms,No,Installed,To be done up,9 m² ,Yes
House for sale,7370 — ELOUGES,"€50,000",1 bedroom | 72 m² ,1 bedroom,No,Installed,To renovate,9 m² ,Yes
House for sale,Eendrachtstraat 23,"€60,000",3 bedrooms | 89 m² ,3 bedrooms,No,Installed,To renovate,9 m² ,Yes
House for sale,7370 — WIH?RIES,"€65,000",1 bedroom | 68 m² ,1 bedroom,No,Installed,To renovate,9 m² ,Yes
House for sale,Rue Alfred Defuisseaux 171,"€70,000",2 bedrooms | 135 m² ,2 bedrooms,No,Installed,To renovate,9 m² ,Yes
House for sale,Kalkovenstraat 5,"€75,000",2 bedrooms | 85 m² ,2 bedrooms,No,Installed,To renovate,9 m² ,Yes
House for sale,Rue Puissant 42,"€89,000",2 bedrooms | 112 m² ,2 bedrooms,No,Semi equipped,To renovate,9 m² ,Yes
House for sale,Rue Leon Bockoltz 7A,"€89,000",1 bedroom | 62 m² ,1 bedroom,No,Semi equipped,To renovate,9 m² ,Yes
House for sale,Oostlaan 20,"€90,000",4 bedrooms,4 bedrooms,No,Semi equipped,To renovate,9 m² ,Yes
House for sale,Avenue Charles Deliege 59,"€100,000",3 bedrooms | 110 m² ,3 bedrooms,No,Not installed,To renovate,9 m² ,Yes
House for sale,6041 — Charleroi Gosselies,"€110,000",2 bedrooms | 140 m² ,2 bedrooms,No,Not installed,To be done up,200 m² ,Yes
House for sale,Wareslagedreef 74,"€110,000",3 bedrooms,3 bedrooms,No,Not installed,To be done up,200 m² ,Yes
House for sale,"Zuid-Torhoutstraat 17,","€119,000",2 bedrooms | 120 m² ,2 bedrooms,No,Not installed,To renovate,200 m² ,No
House for sale,MK* - Rue Buissonnet 50,"€120,000",2 bedrooms,2 bedrooms,No,Not installed,To renovate,200 m² ,No
House for sale,Loskadestraat 12,"€120,000",3 bedrooms | 208 m² ,3 bedrooms,No,Not installed,To renovate,200 m² ,No
House for sale,6032 — Mont-sur-Marchienne,"€125,000",2 bedrooms | 133 m² ,2 bedrooms,No,Installed,To be done up,200 m² ,No
House for sale,Schoolstraat 20,"€125,000",3 bedrooms | 243 m² ,3 bedrooms,No,Installed,To renovate,200 m² ,No
House for sale,4000 — Liège,"€129,000",2 bedrooms | 85 m² ,2 bedrooms,No,Not installed,To renovate,200 m² ,No
House for sale,Cour Bottet 60,"€129,500",3 bedrooms,3 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Rue Emile Duchesne 6,"€130,000",4 bedrooms,4 bedrooms,No,Installed,Good,200 m² ,No
House for sale,6567 — MERBES-SAINTE-MARIE,"€139,000",4 bedrooms | 165 m² ,4 bedrooms,No,Not installed,Good,200 m² ,No
House for sale,Broekestraat 7,"€140,000",2 bedrooms,2 bedrooms,No,Not installed,Good,200 m² ,No
House for sale,6150 — Anderlues,"€147,000",4 bedrooms | 150 m² ,4 bedrooms,No,Not installed,As new,330 m² ,No
House for sale,"Schorestraat 43,","€149,000",2 bedrooms | 137 m² ,2 bedrooms,No,Installed,As new,330 m² ,No
House for sale,Zuidlaan 265,"€149,000",2 bedrooms,2 bedrooms,No,USA installed,Good,330 m² ,No
House for sale,Nieuwedijk 57,"€150,000",3 bedrooms,3 bedrooms,No,USA installed,Good,330 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,330 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,330 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,330 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Borgwormsesteenweg 60,"€150,000",4 bedrooms,4 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,rue du Huit Septembre 64,"€150,000",2 bedrooms | 110 m² ,2 bedrooms,No,Installed,As new,751 m² ,Yes
House for sale,Petit Howardries 5a,"€150,000",3 bedrooms | 128 m² ,3 bedrooms,No,Not installed,As new,200 m² ,Yes
House for sale,Grote Veldstraat 12,"€150,000",4 bedrooms | 141 m² ,4 bedrooms,No,Not installed,To renovate,200 m² ,Yes
House for sale,6210 — Mellet,"€155,000",2 bedrooms | 110 m² ,2 bedrooms,No,USA semi equipped,Good,75 m² ,No
House for sale,Weverijstraat 10,"€155,000",4 bedrooms,4 bedrooms,No,USA semi equipped,Good,75 m² ,No
House for sale,4020 — Bressoux,"€159,000",2 bedrooms | 104 m² ,2 bedrooms,No,Semi equipped,To be done up,75 m² ,No
House for sale,Steenweg op Oosthoven 282,"€160,000",2 bedrooms | 202 m² ,2 bedrooms,No,Semi equipped,To be done up,75 m² ,No
House for sale,6043 — Ransart,"€160,000",3 bedrooms | 110 m² ,3 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,Voldersstraat 251,"€160,000",4 bedrooms,4 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,"Rue des Pêcheurs 2,D","€165,000",3 bedrooms | 138 m² ,3 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,Stationsstraat 190,"€165,000",3 bedrooms | 179 m² ,3 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,Rue de Monturie 17-19,"€170,000",3 bedrooms,3 bedrooms,No,Not installed,To restore,2700 m² ,No
House for sale,1480 — Tubize,"€175,000",2 bedrooms | 112 m² ,2 bedrooms,No,Semi equipped,To be done up,2700 m² ,No
House for sale,Halderbosstraat 109,"€175,000",2 bedrooms,2 bedrooms,No,Semi equipped,To be done up,2700 m² ,No
House for sale,Daliastraat 1,"€175,000",3 bedrooms,3 bedrooms,No,Semi equipped,To be done up,2700 m² ,No
House for sale,Wenigerstraat 62,"€178,000",2 bedrooms,2 bedrooms,No,Semi equipped,To be done up,2700 m² ,No
House for sale,Vesten 104,"€179,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,Good,2700 m² ,No
House for sale,Brikhof 37,"€180,000",4 bedrooms,4 bedrooms,No,Semi equipped,Good,2700 m² ,No
House for sale,"Vaartstraat 4,","€180,000",2 bedrooms | 80 m² ,2 bedrooms,No,Semi equipped,To renovate,2700 m² ,No
House for sale,Binnenstraat 359,"€180,000",3 bedrooms | 300 m² ,3 bedrooms,No,Semi equipped,To renovate,2700 m² ,No
House for sale,Zwaluwstraat 11,"€180,000",3 bedrooms | 173 m² ,3 bedrooms,No,Semi equipped,To renovate,2700 m² ,No
House for sale,7080 — Frameries,"€185,000",2 bedrooms | 124 m² ,2 bedrooms,No,Installed,As new,2700 m² ,No
House for sale,9200 — Dendermonde,"€185,000",3 bedrooms | 116 m² ,3 bedrooms,No,Installed,To be done up,2700 m² ,No
House for sale,4219 — Wasseiges,"€189,000",2 bedrooms | 82 m² ,2 bedrooms,No,Semi equipped,Good,380 m² ,No
House for sale,6230 — Pont-à-Celles,"€189,900",3 bedrooms | 120 m² ,3 bedrooms,No,USA semi equipped,Good,280 m² ,No
House for sale,"Oostmeetstraat 47,","€195,000",2 bedrooms,2 bedrooms,No,USA semi equipped,Good,280 m² ,No
Mixed-use building for sale,Op aanvraag,"€196,000",1 bedroom | 72 m² ,1 bedroom,No,USA semi equipped,Good,280 m² ,No
House for sale,Oostmalsesteenweg 117,"€199,000",3 bedrooms | 182 m² ,3 bedrooms,No,USA semi equipped,Good,280 m² ,No
House for sale,0,"€199,000",4 bedrooms | 250 m² ,4 bedrooms,No,Installed,As new,280 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,280 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,280 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,280 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Rue Dedobbeleer 31,"€199,000",2 bedrooms | 146 m² ,2 bedrooms,No,Installed,As new,751 m² ,Yes
House for sale,Rue des Croisettes 49,"€199,000",2 bedrooms | 200 m² ,2 bedrooms,No,Installed,To be done up,751 m² ,Yes
House for sale,6030 — Charleroi-Marchienne-au-Pont,"€199,999",4 bedrooms | 260 m² ,4 bedrooms,No,Installed,As new,751 m² ,Yes
House for sale,David Tenierslaan 91,"€200,000",3 bedrooms,3 bedrooms,No,Installed,As new,751 m² ,Yes
House for sale,Hollebeekstraat 20,"€200,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,As new,751 m² ,Yes
House for sale,rue des Sables 88,"€200,000",3 bedrooms | 192 m² ,3 bedrooms,No,Not installed,As new,122 m² ,Yes
House for sale,7090 — Braine-le-Comte,"€200,000",2 bedrooms | 98 m² ,2 bedrooms,No,Installed,Good,48 m² ,Yes
House for sale,Rabotstraat 57,"€206,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,48 m² ,Yes
House for sale,"Sluizenstraat 59,","€209,000",2 bedrooms,2 bedrooms,No,Installed,To renovate,211 m² ,Yes
Apartment block for sale,Leo Duboisstraat 68/4,"€209,000",2 bedrooms | 85 m² ,2 bedrooms,No,Installed,As new,211 m² ,No
House for sale,Christian De Duvestraat 9,"€210,000",1 bedroom | 163 m² ,1 bedroom,No,Installed,As new,167 m² ,No
House for sale,Schaarbeeklei 302,"€212,000",3 bedrooms | 98 m² ,3 bedrooms,No,Installed,As new,167 m² ,No
House for sale,"Klerkenstraat 59,","€214,500",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,Good,167 m² ,No
House for sale,Graaf de Montblanclaan 30,"€215,000",3 bedrooms,3 bedrooms,No,Installed,To be done up,167 m² ,No
House for sale,1400 — Nivelles,"€219,000",3 bedrooms | 160 m² ,3 bedrooms,No,USA semi equipped,Good,30 m² ,No
House for sale,6230 — Pont-a-Celles,"€219,000",3 bedrooms | 160 m² ,3 bedrooms,No,USA semi equipped,Good,30 m² ,No
House for sale,"Rysseveldstraat 33,","€219,000",3 bedrooms,3 bedrooms,No,USA semi equipped,Good,30 m² ,No
House for sale,"Klerkenstraat 59,","€219,500",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,Good,30 m² ,No
House for sale,Rue du Tour 146,"€220,000",2 bedrooms | 180 m² ,2 bedrooms,No,USA installed,Good,30 m² ,No
House for sale,Blauwe Steen 83,"€220,000",2 bedrooms | 120 m² ,2 bedrooms,No,USA installed,Good,30 m² ,No
House for sale,6230 — Pont-à-Celles,"€225,000",3 bedrooms | 130 m² ,3 bedrooms,No,USA hyper equipped,Good,70 m² ,No
House for sale,Maagdenstraat 80,"€225,000",4 bedrooms | 179 m² ,4 bedrooms,No,USA hyper equipped,Good,70 m² ,No
House for sale,8930 — Menen,"€229,000",4 bedrooms | 186 m² ,4 bedrooms,No,Installed,Good,25 m² ,No
House for sale,6230 — Pont-à-Celles Thiméon,"€230,000",4 bedrooms | 140 m² ,4 bedrooms,No,USA semi equipped,Good,450 m² ,No
House for sale,Lostraat 16,"€232,000",3 bedrooms | 138 m² ,3 bedrooms,No,USA semi equipped,Good,450 m² ,No
Mixed-use building for sale,Brusselsesteenweg,"€235,000",1 bedroom | 83 m² ,1 bedroom,No,USA semi equipped,Good,450 m² ,No
House for sale,Liersesteenweg 261,"€235,000",4 bedrooms | 163 m² ,4 bedrooms,No,USA semi equipped,Good,450 m² ,No
Town-house for sale,Rue de l'Ermitage 35E,"€235,000",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,As new,150 m² ,No
House for sale,7160 — Godarville,"€235,000",2 bedrooms | 175 m² ,2 bedrooms,No,Installed,Good,125 m² ,No
Mixed-use building for sale,Op aanvraag,"€238,000",2 bedrooms | 96 m² ,2 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Neerstraat 107,"€238,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,125 m² ,No
House for sale,Neerstraat 107,"€238,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,125 m² ,No
House for sale,"Ommegang Oost 11,","€239,000",3 bedrooms,3 bedrooms,No,Installed,To be done up,125 m² ,No
Villa for sale,Westmeerbeeksesteenweg 25,"€245,000",4 bedrooms | 293 m² ,4 bedrooms,No,Installed,To be done up,125 m² ,No
House for sale,Karel de Floustraat 73,"€245,000",4 bedrooms | 143 m² ,4 bedrooms,No,Installed,To be done up,125 m² ,No
House for sale,1357 — Hélécine,"€249,000",4 bedrooms,4 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Stuivenbergstraat 75,"€249,000",4 bedrooms | 194 m² ,4 bedrooms,No,Installed,Just renovated,125 m² ,No
House for sale,Ingelmunstersestraat 36,"€249,000",3 bedrooms,3 bedrooms,No,Installed,As new,125 m² ,No
House for sale,Ommegangstraat 36,"€249,950",5 bedrooms | 250 m² ,5 bedrooms,No,Installed,As new,125 m² ,No
House for sale,Broekstraat 6,"€250,000",3 bedrooms,3 bedrooms,No,Installed,As new,125 m² ,No
House for sale,7320 — Bernissart,"€250,000",5 bedrooms | 247 m² ,5 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Rue Royale 56,"€250,000",3 bedrooms,3 bedrooms,No,Installed,Good,125 m² ,No
Mixed-use building for sale,Koornstraat 51,"€250,000",4 bedrooms | 130 m² ,4 bedrooms,No,Installed,Just renovated,125 m² ,No
House for sale,Koornstraat 51,"€250,000",4 bedrooms | 130 m² ,4 bedrooms,No,Installed,Just renovated,125 m² ,No
House for sale,Kasteeldreef 69,"€250,000",2 bedrooms | 153 m² ,2 bedrooms,No,Installed,Just renovated,125 m² ,No
Farmhouse for sale,Hoekeinde 37,"€252,000",3 bedrooms | 121 m² ,3 bedrooms,No,Installed,Just renovated,125 m² ,No
Mixed-use building for sale,Op aanvraag,"€253,000",2 bedrooms | 93 m² ,2 bedrooms,No,Installed,Just renovated,125 m² ,No
House for sale,"Edewallestraat 110,","€259,000",4 bedrooms,4 bedrooms,No,Installed,Good,125 m² ,No
Mansion for sale,Wetstraat 107,"€260,000",2 bedrooms | 231 m² ,2 bedrooms,No,Installed,Good,125 m² ,No
House for sale,7548 — Warchin,"€260,000",3 bedrooms,3 bedrooms,No,Installed,Good,125 m² ,No
House for sale,Lintsesteenweg 82,"€265,000",3 bedrooms,3 bedrooms,No,Installed,Good,125 m² ,No
Mansion for sale,7100 — La Louviere,"€269,000",3 bedrooms | 254 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
Mixed-use building for sale,Brusselsesteenweg,"€271,500",2 bedrooms | 95 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
Mixed-use building for sale,Op aanvraag,"€278,000",2 bedrooms | 109 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,"Brugse Steenweg 239,","€279,000",2 bedrooms | 110 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Jos Janssenstraat 2,"€279,000",2 bedrooms,2 bedrooms,No,Installed,As new,50 m² ,No
House for sale,Prins Leopoldstraat 83,"€279,000",4 bedrooms | 385 m² ,4 bedrooms,No,Installed,To renovate,50 m² ,No
House for sale,"Oudenaardsesteenweg 89,","€279,500",3 bedrooms,3 bedrooms,No,Installed,To renovate,50 m² ,No
House for sale,Parklaan 19,"€280,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,50 m² ,No
House for sale,"Maria Doolaeghestraat 18,","€280,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,50 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,50 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,50 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,50 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Mixed-use building for sale,Op aanvraag,"€280,443",2 bedrooms | 103 m² ,2 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Liersebaan 8,"€285,000",3 bedrooms | 164 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Mixed-use building for sale,Op aanvraag,"€289,000",2 bedrooms | 109 m² ,2 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,"Graaf de Mûelenaerelaan 75,","€289,000",4 bedrooms,4 bedrooms,No,Installed,Good,751 m² ,Yes
House for sale,Knesselarestraat 136,"€289,000",2 bedrooms,2 bedrooms,No,Installed,As new,751 m² ,No
House for sale,"Bovekerkestraat 176,","€290,000",4 bedrooms | 170 m² ,4 bedrooms,No,Installed,Good,751 m² ,No
Town-house for sale,2180 — Ekeren,"€295,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,751 m² ,No
House for sale,"Hector Ollevierstraat 3,","€295,000",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,As new,150 m² ,No
House for sale,Brugse Steenweg 136,"€295,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,Just renovated,150 m² ,No
House for sale,Staf Stientjeslaan 120,"€295,000",3 bedrooms | 194 m² ,3 bedrooms,No,Installed,As new,150 m² ,No
House for sale,Elslanderstraat 5,"€295,000",3 bedrooms | 117 m² ,3 bedrooms,No,Installed,As new,150 m² ,No
House for sale,1083 — Ganshoren,"€299,000",2 bedrooms | 140 m² ,2 bedrooms,No,Installed,As new,150 m² ,No
Mixed-use building for sale,Op aanvraag,"€299,000",2 bedrooms | 103 m² ,2 bedrooms,No,Installed,As new,150 m² ,No
House for sale,Dr. Adriaensstraat 1,"€299,000",4 bedrooms,4 bedrooms,No,Installed,As new,150 m² ,No
House for sale,"Stationsstraat 174,","€299,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,As new,150 m² ,No
House for sale,"Stationsstraat 174,","€299,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,As new,150 m² ,No
House for sale,Brusselsesteenweg 156,"€299,000",4 bedrooms,4 bedrooms,No,Installed,To be done up,150 m² ,No
Villa for sale,6440 — BOUSSU-LEZ-WALCOURT,"€300,000",3 bedrooms | 105 m² ,3 bedrooms,Yes,Installed,Just renovated,150 m² ,No
House for sale,"Vissersstraat 8,","€300,000",3 bedrooms | 114 m² ,3 bedrooms,No,USA installed,As new,150 m² ,No
Mixed-use building for sale,Brusselsesteenweg,"€305,000",2 bedrooms | 90 m² ,2 bedrooms,No,USA installed,As new,150 m² ,No
House for sale,4557 — Tinlot,"€310,000",9 bedrooms | 765 m² ,9 bedrooms,No,Not installed,As new,150 m² ,No
Country house for sale,4557 — Tinlot,"€310,000",9 bedrooms | 765 m² ,9 bedrooms,No,Not installed,As new,150 m² ,No
Mixed-use building for sale,Brusselsesteenweg,"€313,500",2 bedrooms | 113 m² ,2 bedrooms,No,Not installed,As new,150 m² ,No
